index,n_pico,location,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2612,18,South Sudan,2021-12-23,140.255028577743,37.22,51,232939,187389,SSD,Africa,14275,175.143,135,0.286,1254.242,23.987,15.389,11.861,0.176,0.025,1.41,,,,,,,,,,,,,616,0.054,0.2843,3.5,tests performed,,,,,,810,,,,,71,710,0.006,56.48,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,
2618,4,Spain,2021-01-23,34491.4188730886,96.18,-47,794655,81032,ESP,Europe,2499560,35342286,55441,303857,53472002,0,756062,1186025,0,6.5,1.23,4089,87474,23946,512266,2301,49224,22107,472925,27242227,191328,582781,4093,250077,5.35,0.16,6.2,tests performed,,,,,,55680,,,,,1191,44565,95,71.3,46745211,93105,45.5,19436,13799,34272.36,1,99403,7.17,27.4,31.4,,2.97,83.56,904,,,,
2622,8,Spain,2022-01-14,128404.459944411,81.84,-23,40174355,37763893,ESP,Europe,8093036,132590,90759,117857,173130805,3476463,2836.44,1941568,2974,2521,1.27,2224,47577,15011,321124,1283,27447,14380,307625,78008022,385306,1668792,8243,344024,7.36,0.38,2.6,tests performed,,,,,,237859,,,,,5088,50412,108,46.76,46745211,93105,45.5,19436,13799,34272.36,1,99403,7.17,27.4,31.4,,2.97,83.56,904,,,,
2636,12,Sri Lanka,2021-06-01,2926.49662859134,86.14,-88,1691562,349745,LKA,Asia,189241,2763,1484,30.714,8803.01,133.831,128.528,69.032,2,1.429,1.05,,,,,,,,,3514749,19679,163.497,0.915,20284,0.944,0.1362,7.3,tests performed,2041307,1691562,349745,,84565,36983,9.5,7.87,1.63,,1720,35723,0.166,85.19,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,,,,
2637,13,Sri Lanka,2021-08-26,5141.68287023264,85.88,-82,12434720,6121540,LKA,Asia,412370,5600.714,8157,195.286,19182.404,214.073,260.531,379.443,9.722,9.084,1.13,,,,,,,,,5261443,21075,244.749,0.98,22293,1.037,0.2512,4,tests performed,18341871,12220331,6121540,,242786,192532,85.32,56.85,28.48,,8956,64885,0.302,86.11,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,,,,
2640,16,Sri Lanka,2022-02-08,1300.84254252662,77.38,-19,17012645,14023405,LKA,Asia,621985,1380.429,15656,26,28933.16,58.286,64.214,728.277,1.628,1.209,1.1,,,,,,,,,7179751,10904,333.984,0.507,14147,0.658,0.0976,10.2,tests performed,36716685,16798256,14023405,5895024,58820,121304,170.8,78.14,65.23,27.42,5643,17432,0.081,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782,,,,
2665,2,Suriname,2020-08-13,86.402661427515,73.71,-35,,,SUR,South America,2761,95,40,1.571,4665.443,182.495,160.528,67.591,1.69,2.655,1.13,,,,,,,,,1711,308,2.891,0.52,139,0.235,0.339,2.9,tests performed,,,,,,,,,,,,,,85.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
2667,4,Suriname,2021-01-10,79.0222417044404,73.46,-29,0,0,SUR,South America,7008,87.857,133,1.429,11841.878,101.386,148.458,224.739,1.69,2.414,1.15,,,,,,,,,,,,,44,0.074,,,tests performed,,,,,,,,,,,,,,67.59,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
2668,5,Suriname,2021-06-07,256.620606331424,73.46,-17,86979,21436,SUR,South America,16786,261.714,355,7.571,28364.408,413.993,442.236,599.867,8.449,12.794,1.11,,,,,,,,,,,,,125,0.211,,,tests performed,108076,86640,21436,,5464,3378,18.26,14.64,3.62,,5708,2525,0.427,81.48,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
2669,6,Suriname,2021-09-17,469.061467342932,73.55,-13,217228,159716,SUR,South America,36428,523.429,796,5.714,61554.787,1032.447,884.472,1345.054,13.518,9.656,1.18,,,,,,,,,,,,,362,0.612,,,tests performed,376605,216889,159716,,563,1739,63.64,36.65,26.99,,2939,800,0.135,58.33,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
2671,8,Suriname,2022-01-15,857.355018499337,70.51,-6,263727,231026,SUR,South America,63443,872,1212,2.286,107203.809,1198.044,1473.476,2047.996,6.759,3.862,1.39,,,,,,,,,59351,2235,100.289,3.777,391,0.661,0.416,2.4,tests performed,,,,,,285,,,,,482,119,0.02,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
2686,3,Switzerland,2020-11-03,7544.08249721022,53.27,-12,,,CHE,Europe,182303,7894.429,2582,57.571,20917.116,702.886,905.792,296.254,8.95,6.606,1.37,366,41.994,3135,359.704,,,1746,200.333,1720050,38133,197.355,4.375,31287,3.59,0.268,3.7,tests performed,,,,,,,,,,,,,,59.26,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
2692,9,Switzerland,2022-01-27,34209.4797515127,45.58,-4,6066924,5702909,CHE,Europe,2091306,35712.714,12666,13.857,239952.664,5144.975,4097.612,1453.274,1.951,1.59,1.18,210,24.095,1933,221.789,,,914,104.871,16746106,119723,1921.418,13.737,101601,11.658,0.405,2.5,tests performed,15237132,6056538,5915070,3399895,31365,32539,174.83,69.49,67.87,39.01,3733,2400,0.028,50.93,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
2693,10,Switzerland,2022-03-14,26334.375867441,12.7,2,6087178,5721947,CHE,Europe,3141904,27602.143,13286,13.286,360496.376,7933.687,3167.02,1524.412,2.295,1.524,1.2,143,16.408,1779,204.119,,,965,110.722,19498557,76794,2237.229,8.811,60499,6.942,0.515,1.9,tests performed,15602900,6076815,5987548,3664535,2277,2347,179.02,69.72,68.7,42.05,269,148,0.002,14.81,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,
2771,11,Timor,2021-05-21,174.023326043692,80.64,-37,134817,126728,TLS,Asia,5287,167,11,0.429,3934.146,123.523,124.268,8.185,0,0.319,1.12,,,,,,,,,,,,,,,,,,,,,,,1662,,,,,1237,1662,0.124,78.7,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
2773,13,Timor,2021-08-24,266.690492178308,78.39,-40,181596,170700,TLS,Asia,14935,286.571,51,1.857,11113.385,395.87,213.243,37.95,1.488,1.382,1.27,,,,,,,,,,,,,808,0.601,0.3547,2.8,tests performed,556783,375372,181411,,,9316,41.43,27.93,13.5,,6932,3832,0.285,69.91,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
2775,15,Timor,2022-02-11,132.707536825642,70.67,-12,221371,208089,TLS,Asia,21401,165.857,123,0.143,15924.844,180.82,123.417,91.526,0.744,0.106,1.6,,,,,,,,,239055,,177.885,,245,0.182,0.677,1.5,tests performed,,,,,,649,,,,,483,162,0.012,36.11,1343875,87.176,18,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,
2787,10,Togo,2021-03-31,156.105944680484,62.84,1,61067,4236,TGO,Africa,10249,157.429,109,0.571,1208.859,0,18.569,12.856,0,0.067,1.12,,,,,,,,,275245,1903,32.465,0.224,1210,0.143,0.1301,7.7,tests performed,,,,,,2711,,,,,320,2711,0.032,64.81,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
2788,11,Togo,2021-08-23,218.55921548723,28.84,29,367650,189697,TGO,Africa,19702,230.857,173,1.143,2323.831,10.38,27.229,20.405,0.118,0.135,1.19,,,,,,,,,447673,1220,52.803,0.144,1981,0.234,0.1165,8.6,tests performed,,,,,,5160,,,,,609,2738,0.032,50.93,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
2790,13,Togo,2022-01-04,408.66014525046,28.84,40,1396824,1032187,TGO,Africa,31691,395.143,251,0.714,3737.921,35.503,46.607,29.605,0.118,0.084,1.45,,,,,,,,,622658,1564,73.442,0.184,1593,0.188,0.248,4,tests performed,,,,,,4917,,,,,580,1360,0.016,21.76,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
2798,4,Trinidad and Tobago,2020-09-14,110.164372716422,61.52,-34,,,TTO,North America,3141,123.429,55,2.571,2238.177,70.544,87.951,39.191,1.425,1.832,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
2802,8,Trinidad and Tobago,2021-05-23,508.314610166075,60.06,-56,66299,1179,TTO,North America,20017,537.429,375,12.857,14263.482,408.302,382.955,267.213,7.126,9.162,1.16,,,,,,,,,165776,1128,118.127,0.804,1818,1.295,0.296,3.4,people tested,67478,66299,1179,,1660,750,4.81,4.72,0.08,,534,750,0.053,64.81,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
2806,12,Trinidad and Tobago,2021-12-07,734.240537531131,86.53,-4,696782,650050,TTO,North America,76601,748.571,2303,20.714,54583.454,474.571,533.408,1641.045,15.677,14.76,1.1,,,,,,,,,459629,760,327.517,0.542,1993,1.42,0.376,2.7,people tested,1334388,695129,650050,34178,3515,3052,95.08,49.53,46.32,2.44,2175,960,0.068,59.26,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
2808,14,Trinidad and Tobago,2022-02-05,657.079969109081,86.53,-6,737494,693244,TTO,North America,114765,574.857,3454,10.429,81777.915,617.797,409.625,2461.211,4.275,7.431,1,,,,,,,,,585393,403,417.133,0.287,2998,2.136,0.192,5.2,people tested,1491657,735841,694625,114938,2204,1762,106.29,52.43,49.5,8.19,1256,388,0.028,56.48,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
2809,15,Trinidad and Tobago,2022-05-13,485.674173661849,86.53,6,751772,706666,TTO,North America,153471,427.143,3866,3,109358.589,0,304.369,2754.79,0,2.138,1.05,,,,,,,,,,,,,1443,1.028,,,people tested,,,,,,208,,,,,148,43,0.003,35.19,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3,73.51,0.796,,,,
2828,4,Turkey,2020-12-06,30754.8406628433,87.91,-38,0,0,TUR,Asia,828295,31523857,14900,191714,9739.75,357491,370683,175206,2293,2254,1.25,,,,,,,,,19651555,174761,231079,2055,182316,2144,0.1729,5.8,tests performed,,,,,,,,,,,,,,66.2,85042736,104914,31.6,8153,5061,25129341,0.2,171285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
2833,9,Turkey,2021-11-02,27044.0684408707,59.02,10,55602327,48846431,TUR,Asia,8091462,26050143,71052,213286,95145834,350365,306318,835486,2634,2508,1.01,,,,,,,,,97974085,361533,1152057,4251,353086,4152,0.0738,13.6,tests performed,116663497,55477173,48846431,12339893,177263,141272,137.18,65.23,57.44,14.51,1661,31519,37,51.85,85042736,104914,31.6,8153,5061,25129341,0.2,171285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
2834,10,Turkey,2022-02-05,97611.8866106566,60.69,5,57611844,52500475,TUR,Asia,12150567,101727286,88533,212571,142876012,1160769,1196.19,1041041,2599,2.5,1.12,,,,,,,,,133853067,421435,1573951,4956,445548,5239,0.2283,4.4,tests performed,142833393,57486690,52500475,32846228,97925,161370,167.95,67.6,61.73,38.62,1898,12037,14,58.33,85042736,104914,31.6,8153,5061,25129341,0.2,171285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
2865,3,Ukraine,2020-11-27,13661.3163125666,71.97,-19,,,UKR,Europe,712249,13894.714,12292,194.714,16386.038,379.462,319.663,282.79,4.624,4.48,1.1,,,,,,,,,4419791,46005,101.682,1.058,44424,1.022,0.3128,3.2,tests performed,,,,,,,,,,,,,,61.57,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
2866,4,Ukraine,2021-04-06,15033.664192398,68.58,-24,320263,2,UKR,Europe,1820725,15291.571,36692,378.429,41887.695,308.235,351.799,844.138,10.054,8.706,1.11,,,,,,,,,8397586,41512,193.195,0.955,48475,1.115,0.3155,3.2,tests performed,320265,320263,2,,15585,12671,0.74,0.74,0,,292,12671,0.029,66.67,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
2867,5,Ukraine,2021-11-02,22712.9337848782,64.19,-14,10719772,7617267,UKR,Europe,3093661,22840.429,73136,572.286,71172.928,472.452,525.468,1682.571,16.886,13.166,1.08,,,,,,,,,14512577,56930,333.877,1.31,61471,1.414,0.3716,2.7,tests performed,18279337,10682750,7617267,,310439,253966,42.05,24.58,17.52,,5843,188466,0.434,58.33,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
2868,6,Ukraine,2022-02-07,35056.1071795887,59.03,-18,15515028,14584126,UKR,Europe,4506669,35923.286,108151,181.571,103680.665,569.423,826.453,2488.128,2.853,4.177,1.2,,,,,,,,,18603958,,428.004,,79753,1.835,0.4504,2.2,tests performed,30782527,15478006,14830123,495078,63919,59470,70.82,35.61,34.12,1.14,1368,18579,0.043,75,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
2883,4,United Kingdom,2021-01-06,54410.0451597549,64.3,-54,0,391399,GBR,Europe,2839956,57724286,77409,686286,41637.24,914128,846309,1134911,15306,10062,1.15,2821,41359,31948,468397,,,25824,378612,51875174,552723,760554,8104,463586,6797,0.1245,8,tests performed,,,,,,,,,,,,,,87.96,68207114,272898,40.8,18517,12527,39753244,0.2,122137,4.28,20,24.7,,2.54,81.32,932,,,,
2887,8,United Kingdom,2022-01-03,162091.854405902,51.79,-12,51980836,47482789,GBR,Europe,13451558,169661571,149006,125857,197216349,2757.44,2487447,2184611,616,1845,1.2,878,12873,16498,241881,,,16136,236574,397615859,1793027,5829536,26288,1551944,22753,0.1093,9.1,tests performed,133667427,51820652,47482789,34363986,190278,274900,195.97,75.98,69.62,50.38,4030,19872,29,48.61,68207114,272898,40.8,18517,12527,39753244,0.2,122137,4.28,20,24.7,,2.54,81.32,932,,,,
2894,5,United States,2021-01-07,234766.24607944,76.13,-34,10435663,1203892,USA,North America,21810277,231278857,370934,2842143,65513035,859811,694708,1114.2,12033,8537,1.1,28491,85.58,128819,386943,,,115039,345551,269307958,2262899,808939,6797,1630762,4898,144,6.9,tests performed,9882918,9061529,641530,2,1172202,602492,2.98,2.73,0.19,0,1815,505292,152,71.76,332915074,35608,38.3,15413,9732,54225446,1.2,151089,10.79,19.1,24.6,,2.77,78.86,926,,,,
2897,8,United States,2022-01-12,753970.294103647,49.37,-19,250672776,211488422,USA,North America,63437572,801061571,846569,1920429,190551816,2549.11,2406204,2542898,8.48,5769,1.22,25334,76097,149706,449682,,,149733,449763,754845383,2931461,2267381,8805,2530715,7602,284,3.5,tests performed,532628139,247512993,211528082,83845802,1297320,1207309,160.43,74.55,63.71,25.25,3636,312941,94,53.24,332915074,35608,38.3,15413,9732,54225446,1.2,151089,10.79,19.1,24.6,,2.77,78.86,926,,,,
2899,10,United States,2022-06-02,107038.415673498,19.35,-4,259570554,230527403,USA,North America,84582387,100796143,1008065,275714,254065957,364625,302768,3027994,0.94,828,1.11,2688,8074,24890,74764,,,28782,86454,899837610,739458,2702904,2221,479473,1.44,0.14,7.1,tests performed,589436718,258787420,221587410,118775795,342128,261778,177.54,77.95,66.74,35.77,788,35949,11,38.89,332915074,35608,38.3,15413,9732,54225446,1.2,151089,10.79,19.1,24.6,,2.77,78.86,926,,,,
2920,10,Uruguay,2021-05-28,3628.89270505608,86.36,-30,1771346,1009184,URY,South America,282198,3379714,4118,51143,80971504,523937,969747,1181584,14.92,14674,1.06,,,,,,,,,2206127,24544,633007,7042,18144,5206,0.1863,5.4,people tested,2776669,1767324,1009345,214,37252,30371,79.67,50.71,28.96,0.01,8714,26974,774,62.04,3485152,19751,35.6,14655,10361,20551409,0.1,160708,6.93,14,19.9,,2.8,77.91,817,,,,
2923,13,Uruguay,2022-01-23,10555.9027883183,71.71,-19,2824543,2655070,URY,South America,588995,10879143,6308,9286,169001237,2562012,3121569,1809964,1435,2664,1.24,,,,,,,,,5018294,25231,1439907,7.24,30987,8891,0.3511,2.8,people tested,7297483,2839358,2691443,1766682,9,20035,209.39,81.47,77.23,50.69,5749,5992,172,28.7,3485152,19751,35.6,14655,10361,20551409,0.1,160708,6.93,14,19.9,,2.8,77.91,817,,,,
3013,7,Zambia,2021-01-18,1256.84874499571,46.42,-19,55,50,ZMB,Africa,38207,1373,559,12.571,2019.327,31.817,72.566,29.544,0.687,0.664,1.33,,,,,,,,,772371,4803,40.822,0.254,9344,0.494,0.1469,6.8,tests performed,,,,,,,,,,,,,,49.07,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,,,,
3014,8,Zambia,2021-06-23,2541.08216328716,45.28,3,183749,7205,ZMB,Africa,137026,2596.571,1794,43.143,7242.138,177.954,137.235,94.817,2.643,2.28,1.26,,,,,,,,,1801561,12952,95.217,0.685,11254,0.595,0.2307,4.3,tests performed,,,,,,78,,,,,4,0,0,49.07,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,,,,
3016,10,Zambia,2022-01-01,3392.51672468833,75.51,66,1473385,1231515,ZMB,Africa,257948,3766.714,3740,6.143,13633.142,194.179,199.079,197.668,0.317,0.325,1.48,,,,,,,,,2970632,11516,157.005,0.609,11801,0.624,0.3192,3.1,tests performed,,,,,,22047,,,,,1165,15561,0.082,37.96,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,,,,
