location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Benin,16,2021-08-22,"1,044114272","57,91",0,76844,66339,BEN,Africa,10183,"159,714",119,"0,857","817,844",0,"12,827","9,557",0,"0,069","0,43",,,,,,,,,,,,,,,,,,,,,,,4314,,,,,346,3748,"0,03","37,04",12451031,"99,11","18,8","3,244","1,942","2064,236","49,6","235,848","0,99","0,6","12,3","11,035","0,5","61,77","0,545",,,,
Bolivia,3,2020-09-07,"170,5067264","81,57",-37,,,BOL,South America,121604,"715,143",7054,"289,571","10276,739","70,566","60,437","596,133","139,948","24,472","0,86",,,,,,,,,256831,2617,"21,705","0,221",2226,"0,188","0,3213","3,1",tests performed,,,,,,,,,,,,,,"81,48",11832936,"10,202","25,4","6,704","4,393","6885,829","7,1","204,299","6,89",,,"25,383","1,1","71,51","0,718",,,,
Bolivia,7,2021-06-14,"78,99125243","80,9",-13,1556720,535671,BOL,South America,409106,"3134,857",15614,"84,286","34573,499","181,865","264,926","1319,537","6,085","7,123","0,99",232,"19,606",2232,"188,626",,,,,1654483,10855,"139,82","0,917",13110,"1,108","0,2391","4,2",tests performed,2092391,1556720,535671,,22762,30527,"17,68","13,16","4,53",,2580,12270,"0,104","27,78",11832936,"10,202","25,4","6,704","4,393","6885,829","7,1","204,299","6,89",,,"25,383","1,1","71,51","0,718",,,,
Bosnia and Herzegovina,5,2020-11-16,"53,2504763","46,99",-19,,,BIH,Europe,72689,"1324,286",1973,"55,714","22273,606","224,608","405,792","604,573","25,74","17,072","0,98",,,,,,,,,374892,2390,"114,876","0,732",4046,"1,24","0,3273","3,1",tests performed,,,,,,,,,,,,,,50,3263459,"68,496","42,5","16,569","10,711","11713,895","0,2","329,635","10,08","30,2","47,7","97,164","3,5","77,4","0,78",,,,
Bosnia and Herzegovina,7,2021-04-03,"74,90664604","44,35",-29,0,10000,BIH,Europe,173478,"1635,143",6763,"77,571","53157,708",0,"501,046","2072,341",0,"23,77","1,05",,,,,,,,,,,,,4659,"1,428","0,351","2,8",tests performed,,,,,,574,,,,,176,413,"0,013","42,59",3263459,"68,496","42,5","16,569","10,711","11713,895","0,2","329,635","10,08","30,2","47,7","97,164","3,5","77,4","0,78",,,,
Bosnia and Herzegovina,12,2022-02-02,"49,13110427","22,47",-13,947928,850536,BIH,Europe,351219,"1705,429",14555,"52,857","107621,698","650,843","522,583","4459,992","17,466","16,197","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,11",3263459,"68,496","42,5","16,569","10,711","11713,895","0,2","329,635","10,08","30,2","47,7","97,164","3,5","77,4","0,78",,,,
Brazil,3,2020-07-19,"1055,70021","70,4",-33,,,BRA,South America,2101399,"33346,143",79578,"1054,714","9819,922","109,405","155,828","371,871","3,309","4,929","1,06",,,,,,,,,,,,,84181,"0,393",,,tests performed,,,,,,,,,,,,,,"81,02",213993441,"25,04","33,5","8,552","5,06","14103,452","3,4","177,961","8,11","10,1","17,9",,"2,2","75,88","0,765",,,,
Brazil,6,2021-04-09,"2923,309395","68,93",-28,22693305,6851273,BRA,South America,13385380,"66405,714",349296,"2957,429","62550,422","411,742","310,317","1632,274","17,533","13,82","0,99",,,,,,,,,42741642,65177,"199,733","0,305",71523,"0,334",,,tests performed,29544578,22693305,6851273,,890730,766196,"13,81","10,6","3,2",,3580,541781,"0,253","70,83",213993441,"25,04","33,5","8,552","5,06","14103,452","3,4","177,961","8,11","10,1","17,9",,"2,2","75,88","0,765",,,,
Brazil,9,2022-02-11,"840,6433337","57,42",8,173919883,152092266,BRA,South America,27299336,"138983,143",637467,886,"127570,901","765,379","649,474","2978,909","5,276","4,14","0,88",,,,,,,,,,,,,159092,"0,743",,,tests performed,376813738,173901090,152092266,55852904,1785573,1290790,"176,09","81,26","71,07","26,1",6032,302541,"0,141","61,57",213993441,"25,04","33,5","8,552","5,06","14103,452","3,4","177,961","8,11","10,1","17,9",,"2,2","75,88","0,765",,,,
Bulgaria,5,2020-12-02,"135,2363034","61,16",-30,0,0,BGR,Europe,151913,"2693,286",4347,140,"22027,055","455,003","390,521","630,306","23,055","20,3","0,93",493,"71,484",6635,"962,061",,,,,982307,9056,"142,432","1,313",7124,"1,033","0,3781","2,6",tests performed,,,,,,,,,,,,,,"53,7",6896655,"65,18","44,7","20,801","13,272","18563,307","1,5","424,688","5,81","30,1","44,4",,"7,454","75,05","0,816",,,,
Bulgaria,7,2021-04-06,"119,1728556","54,61",-19,414790,104845,BGR,Europe,356859,"2633,286",13786,"102,571","51743,78",0,"381,821","1998,94",0,"14,873","0,9",734,"106,428",10402,"1508,267",,,,,2189411,19244,"317,46","2,79",15912,"2,307","0,1655",6,tests performed,519635,414790,104845,,9586,8701,"7,53","6,01","1,52",,1262,7020,"0,102","53,7",6896655,"65,18","44,7","20,801","13,272","18563,307","1,5","424,688","5,81","30,1","44,4",,"7,454","75,05","0,816",,,,
Bulgaria,9,2021-11-09,"159,1422051","49,13",-10,1760964,1579989,BGR,Europe,643003,"4091,571",25555,"157,286","93234,039","718,464","593,269","3705,42","21,315","22,806","0,87",723,"104,833",8516,"1234,802",,,,,5897181,,"855,078",,38169,"5,534","0,1072","9,3",tests performed,2995814,,1579989,,16971,14616,"43,44",,"22,91",,2119,12077,"0,175","47,22",6896655,"65,18","44,7","20,801","13,272","18563,307","1,5","424,688","5,81","30,1","44,4",,"7,454","75,05","0,816",,,,
Burkina Faso,16,2021-11-15,"3,005805404","32,63",28,385547,307142,BFA,Africa,15281,"25,429",234,"1,857","710,84",0,"1,183","10,885",0,"0,086","0,1",,,,,,,,,,,,,,,,,,,,,,,2808,,,,,131,4116,"0,019","13,89",21497097,"70,151","17,6","2,409","1,358","1703,102","43,7","269,048","2,42","1,6","23,9","11,877","0,4","61,58","0,452",,,,
Cambodia,2,2021-07-12,"27,01104496","80,05",-38,5032502,3866272,KHM,Asia,61870,"954,714",925,"25,286","3650,913","53,758","56,337","54,584","1,357","1,492","1,02",,,,,,,,,1579750,7274,"93,22","0,429",26918,"1,588","0,0355","28,2",tests performed,8862995,4996723,3866272,,162828,133374,"52,3","29,49","22,81",,7870,56725,"0,335","68,98",16946446,"90,672","25,6","4,412","2,385","3645,07",,"270,892",4,2,"33,7","66,229","0,8","69,82","0,594",,,,
Cambodia,3,2021-09-30,"19,11433647","75,68",-34,13406617,11060573,KHM,Asia,112651,"861,714",2319,"20,429","6647,471","57,711","50,849","136,843","1,003","1,205","0,85",,,,,,,,,,,,,3435,"0,203","0,2509",4,tests performed,24272621,13370838,11060573,894361,82078,133001,"143,23","78,9","65,27","5,28",7848,78139,"0,461","69,44",16946446,"90,672","25,6","4,412","2,385","3645,07",,"270,892",4,2,"33,7","66,229","0,8","69,82","0,594",,,,
Cameroon,13,2021-03-30,"17,04187881","32,04",1,0,0,CMR,Africa,47669,"1006,714",721,"17,143","1750,975",0,"36,979","26,484",0,"0,63","0,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,19",27224262,"50,885","18,8","3,165","1,919","3364,926","23,8","244,661","7,2",,,"2,735","1,3","59,29","0,563",,,,
Cameroon,19,2021-10-02,"9,385902133","26,36",21,387945,84470,CMR,Africa,92303,"984,143",1459,13,"3390,468",0,"36,149","53,592",0,"0,478","0,55",,,,,,,,,,,,,,,,,,,,,,,1705,,,,,63,1542,"0,006","38,89",27224262,"50,885","18,8","3,165","1,919","3364,926","23,8","244,661","7,2",,,"2,735","1,3","59,29","0,563",,,,
Canada,1,2020-04-21,"180,1549452","17,32",-55,,,CAN,North America,42619,"1738,143",3386,185,"1119,552","41,767","45,659","88,946","4,755","4,86","1,08",531,"13,949",2305,"60,55",,,,,460055,21372,"12,085","0,561",16139,"0,424","0,1077","9,3",tests performed,,,,,,,,,,,,,,"74,54",38067913,"4,037","41,4","16,984","10,797","44017,591","0,5","105,599","7,37",12,"16,6",,"2,5","82,43","0,929",,,,
Canada,5,2021-01-08,"151,8872579","84,9",-46,261086,2694,CAN,North America,656298,"8530,857",17886,"160,286","17240,189","233,53","224,096","469,845","3,993","4,211","1,02",873,"22,933",4554,"119,628",,,,,18851810,135490,"495,215","3,559",107741,"2,83","0,0792","12,6",tests performed,264017,261319,2698,,41892,22651,"0,69","0,69","0,01",,595,22266,"0,058","75,46",38067913,"4,037","41,4","16,984","10,797","44017,591","0,5","105,599","7,37",12,"16,6",,"2,5","82,43","0,929",,,,
Canada,10,2022-01-18,"153,0436844","78,75",-32,32189028,29701817,CAN,North America,2848893,"28952,143",32784,162,"74837,121","548,073","760,539","861,198","4,571","4,256","0,81",1185,"31,129",10560,"277,399",,,,,55395805,161143,"1455,184","4,233",141453,"3,716","0,2047","4,9",tests performed,74636751,32108350,29720761,12807640,267123,345506,"196,06","84,34","78,07","33,64",9076,22842,"0,06","70,83",38067913,"4,037","41,4","16,984","10,797","44017,591","0,5","105,599","7,37",12,"16,6",,"2,5","82,43","0,929",,,,
Cape Verde,11,2021-04-29,"2,189505587","61,45",-40,14281,1960,CPV,Africa,23554,"293,429",213,2,"41918,416","663,818","522,207","379,07",0,"3,559","1,13",,,,,,,,,,,,,,,,,tests performed,,,,,,390,,,,,694,336,"0,06","59,26",561901,"135,58","25,7","4,46","3,437","6222,554",,"182,219","2,42","2,1","16,5",,"2,1","72,98","0,665",,,,
Cape Verde,19,2022-01-18,"1,782777584","45,43",-10,327019,271456,CPV,Africa,54637,"375,714",378,"1,714","97235,99","480,512","668,649","672,716","3,559","3,051","0,55",,,,,,,,,,1351,,"2,404",,,,,tests performed,,,,,,2865,,,,,5099,866,"0,154","62,96",561901,"135,58","25,7","4,46","3,437","6222,554",,"182,219","2,42","2,1","16,5",,"2,1","72,98","0,665",,,,
Central African Republic,1,2020-06-22,"2,398517139","56,9",-22,,,CAF,Africa,2963,"105,857",30,"3,286","602,237","31,504","21,516","6,098","1,423","0,668","0,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,81",4919987,"7,479","18,3","3,655","2,251","661,24",,"435,727","6,1",,,"16,603",1,"53,28","0,397",,,,
Central African Republic,7,2021-04-22,"0,883851845","58,93",-10,0,0,CAF,Africa,6175,"70,429",85,"1,429","1255,085",0,"14,315","17,276",0,"0,29","1,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,11",4919987,"7,479","18,3","3,655","2,251","661,24",,"435,727","6,1",,,"16,603",1,"53,28","0,397",,,,
Central African Republic,11,2022-01-12,"0,5268043077","70,28",19,613364,479653,CAF,Africa,12650,28,106,"0,714","2571,145",0,"5,691","21,545",0,"0,145","0,5",,,,,,,,,,,,,,,,,,,,,,,3596,,,,,731,3314,"0,067","18,52",4919987,"7,479","18,3","3,655","2,251","661,24",,"435,727","6,1",,,"16,603",1,"53,28","0,397",,,,
Chad,1,2020-05-10,"2,779610779","69,97",-25,,,TCD,Africa,322,"29,286",31,3,"19,036",0,"1,731","1,833",0,"0,177","1,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,89",16914985,"11,833","16,7","2,486","1,446","1768,153","38,4","280,995","6,1",,,"5,818",,"54,24","0,398",,,,
Chad,9,2021-03-10,"1,10743337","56,35",-6,0,0,TCD,Africa,4231,25,149,"1,286","250,133","1,005","1,478","8,809","0,059","0,076","0,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,22",16914985,"11,833","16,7","2,486","1,446","1768,153","38,4","280,995","6,1",,,"5,818",,"54,24","0,398",,,,
Chile,1,2020-06-13,"172,8811707","93,31",-61,,,CHL,South America,201634,"5897,571",3101,"222,857","10495,014","425,872","306,968","161,406","12,024","11,6","0,99",1656,"86,195",,,803,"41,796",4258,"221,628",811976,20223,"42,263","1,053",18927,"0,985","0,3116","3,2",tests performed,,,,,,,,,,,,,,"78,24",19212362,"24,282","35,4","11,087","6,938","22767,037","1,3","127,993","8,46","34,2","41,5",,"2,11","80,18","0,851",,,,
Chile,9,2021-07-01,"114,0256259","93,97",-20,12880250,10884341,CHL,South America,1558557,"3812,143",32588,113,"81122,613","138,192","198,421","1696,2","2,238","5,882","0,75",2943,"153,183",,,1061,"55,225",2673,"139,129",16771566,40298,"872,957","2,098",56032,"2,916","0,068","14,7",tests performed,23279193,12824437,10885281,,183018,130532,"121,17","66,75","56,66",,6794,51185,"0,266","84,72",19212362,"24,282","35,4","11,087","6,938","22767,037","1,3","127,993","8,46","34,2","41,5",,"2,11","80,18","0,851",,,,
Chile,12,2022-03-01,"123,0848007","86,55",9,16869348,15857187,CHL,South America,3061019,23584,42353,"118,143","159325,491",0,"1227,543","2204,466",0,"6,149","0,83",1107,"57,619",,,493,"25,661",2695,"140,274",32822346,51271,"1708,397","2,669",91331,"4,754","0,2582","3,9",tests performed,48887203,17806477,17249151,14405928,138107,86318,"254,46","92,68","89,78","74,98",4493,6954,"0,036","30,09",19212362,"24,282","35,4","11,087","6,938","22767,037","1,3","127,993","8,46","34,2","41,5",,"2,11","80,18","0,851",,,,
Colombia,1,2020-08-10,"312,775118","88,55",-42,,,COL,South America,397623,"9967,571",13154,"305,286","7756,1","197,832","194,429","256,584","6,086","5,955","1,12",,,,,,,,,1954042,35386,"38,116","0,69",38902,"0,759","0,317","3,2",tests performed,,,,,,,,,,,,,,"87,04",51265841,"44,223","32,2","7,646","4,312","13254,949","4,5","124,24","7,44","4,7","13,5","65,386","1,71","77,29","0,767",,,,
Colombia,4,2021-01-21,"379,4845187","87,63",-28,0,0,COL,South America,1972345,"17606,286",50187,"385,143","38472,889","299,732","343,431","978,956","7,705","7,513","0,95",,,,,,,,,9385105,78649,"183,067","1,534",71075,"1,386","0,256","3,9",tests performed,,,,,,,,,,,,,,"81,02",51265841,"44,223","32,2","7,646","4,312","13254,949","4,5","124,24","7,44","4,7","13,5","65,386","1,71","77,29","0,767",,,,
Colombia,5,2021-06-24,"637,5622111","83,26",3,10952297,5566656,COL,South America,4060013,"28598,429",102636,640,"79195,287","643,645","557,846","2002,035","13,44","12,484","1,06",,,,,,,,,19238762,119377,"375,274","2,329",104057,"2,03","0,331",3,tests performed,16365857,10799201,5566656,,327040,329079,"31,92","21,07","10,86",,6419,151864,"0,296","59,26",51265841,"44,223","32,2","7,646","4,312","13254,949","4,5","124,24","7,44","4,7","13,5","65,386","1,71","77,29","0,767",,,,
Colombia,8,2022-01-30,"241,9091098",73,31,40439537,31568206,COL,South America,5871977,"18828,286",134079,"262,714","114539,758","314,42","367,268","2615,367","4,818","5,125","0,76",,,,,,,,,32050333,59318,"625,179","1,157",65927,"1,286","0,407","2,5",tests performed,71700174,40286441,31568206,5626752,102787,227804,"139,86","78,58","61,58","10,98",4444,73180,"0,143","62,04",51265841,"44,223","32,2","7,646","4,312","13254,949","4,5","124,24","7,44","4,7","13,5","65,386","1,71","77,29","0,767","172415,9","32,93","64,97","3363,173151"
Congo,5,2020-09-04,"2,511392848","42,98",-4,,,COG,Africa,4628,"92,714",102,"3,429","818,099",0,"16,389","18,031",0,"0,606","0,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,04",5657017,"15,405",19,"3,402","2,063","4881,406",37,"344,094","7,2","1,7","52,3","47,964",,"64,57","0,574",,,,
Congo,18,2021-11-02,"4,058113541","40,86",20,371121,124070,COG,Africa,17670,"114,571",278,"4,143","3123,554",0,"20,253","49,143",0,"0,732","0,84",,,,,,,,,,,,,,,,,,,,,,,7088,,,,,1253,6763,"0,12","47,22",5657017,"15,405",19,"3,402","2,063","4881,406",37,"344,094","7,2","1,7","52,3","47,964",,"64,57","0,574",,,,
Costa Rica,8,2021-01-10,"15,9940926","85,96",-34,14052,42,CRI,North America,177614,"1184,714",2305,"17,143","34561,621",0,"230,532","448,526",0,"3,336","1,03",,,,,,,,,456061,2460,"88,744","0,479",3059,"0,595","0,28","3,6",people tested,,,,,,1659,,,,,323,1657,"0,032","63,89",5139053,"96,079","33,6","9,468","5,694","15524,995","1,3","137,973","8,78","6,4","17,4","83,841","1,13","80,28","0,81",,,,
Costa Rica,9,2021-05-20,"29,50661836","86,92",-33,784297,555847,CRI,North America,296632,"2386,571",3736,"31,714","57721,14","547,183","464,399","726,982","7,784","6,171","1,1",,,,,,,,,955659,6811,"185,96","1,325",6731,"1,31","0,289","3,5",people tested,,,,,,25502,,,,,4962,14188,"0,276","56,48",5139053,"96,079","33,6","9,468","5,694","15524,995","1,3","137,973","8,78","6,4","17,4","83,841","1,13","80,28","0,81",,,,
Costa Rica,11,2021-09-22,"32,80794688","84,56",-22,3317464,2056899,CRI,North America,515931,"2352,857",6128,"34,143","100394,178","495,617","457,839","1192,438","5,838","6,644",1,,,,,,,,,1850302,7914,"360,047","1,54",6408,"1,247","0,303","3,3",people tested,,,,,,54445,,,,,10594,18651,"0,363","54,63",5139053,"96,079","33,6","9,468","5,694","15524,995","1,3","137,973","8,78","6,4","17,4","83,841","1,13","80,28","0,81",,,,
Costa Rica,12,2022-02-11,"17,40125409","76,77",-10,4111822,3732847,CRI,North America,757093,"5017,429",7772,"18,714","147321,501","1067,901","976,333","1512,341","3,892","3,642","0,97",,,,,,,,,2748574,12951,"534,841","2,52",11403,"2,219","0,398","2,5",people tested,,,,,,18329,,,,,3567,4294,"0,084",50,5139053,"96,079","33,6","9,468","5,694","15524,995","1,3","137,973","8,78","6,4","17,4","83,841","1,13","80,28","0,81",,,,
Cote d'Ivoire,11,2021-03-29,"2,308587408","29,89",7,2488901,2339567,CIV,Africa,43422,403,239,"2,429","1605,034","8,945","14,896","8,834","0,074","0,09","0,83",,,,,,,,,513010,3002,"18,963","0,111",3749,"0,139","0,1075","9,3",tests performed,34388,34388,,,,1380,"0,13","0,13",,,51,1380,"0,005","25,93",27053629,"76,399","18,7","2,933","1,582","3601,006","28,2","303,74","2,42",,,"19,351",,"57,78","0,538",,,,
Cote d'Ivoire,14,2021-09-13,"6,757989565","30,75",35,6315293,5991319,CIV,Africa,58148,156,520,"6,143","2149,36","5,138","5,766","19,221","0,185","0,227","0,88",,,,,,,,,,,,,4006,"0,148","0,0389","25,7",tests performed,1548584,,,,6427,14997,"5,72",,,,554,12239,"0,045","17,59",27053629,"76,399","18,7","2,933","1,582","3601,006","28,2","303,74","2,42",,,"19,351",,"57,78","0,538",,,,
Cote d'Ivoire,16,2022-01-16,"2,781467392","31,74",43,6315788,5991795,CIV,Africa,79088,"234,143",753,"2,571","2923,379",0,"8,655","27,834",0,"0,095","0,66",,,,,,,,,,,,,5056,"0,187","0,0463","21,6",tests performed,,,,,,13087,,,,,484,11238,"0,042","15,74",27053629,"76,399","18,7","2,933","1,582","3601,006","28,2","303,74","2,42",,,"19,351",,"57,78","0,538",,,,
Croatia,5,2020-12-18,"73,53949217","37,78",-27,0,0,HRV,Europe,190235,3121,3023,77,"46607,297","801,635","764,64","740,631","16,66","18,865","0,82",,,2918,"714,906",,,,,931358,10849,"228,181","2,658",9994,"2,449","0,3123","3,2",people tested,,,,,,,,,,,,,,"56,48",4081657,"73,726",44,"19,724","13,053","22669,797","0,7","253,782","5,59","34,3","39,9",,"5,54","78,49","0,851",,,,
Croatia,6,2021-04-28,"43,67067415","23,61",-4,648709,177130,HRV,Europe,327737,"2044,857",7001,"44,143","80295,086","711,476","500,987","1715,235","10,78","10,815","0,93",,,2278,"558,107",,,,,1784547,12032,"437,211","2,948",8693,"2,13","0,2352","4,3",people tested,825839,648709,177130,,12855,14218,"20,23","15,89","4,34",,3483,10062,"0,247","49,07",4081657,"73,726",44,"19,724","13,053","22669,797","0,7","253,782","5,59","34,3","39,9",,"5,54","78,49","0,851",,,,
Croatia,8,2021-11-27,"64,46192852","31,08",5,2184481,1930331,HRV,Europe,599977,4837,10695,"64,571","146993,488","1347,982","1185,058","2620,259","12,495","15,82","0,98",,,2506,"613,966",,,,,,,,,11734,"2,875","0,4122","2,4",people tested,4111402,2174631,1930331,,16727,18475,"100,73","53,28","47,29",,4526,7340,"0,18","40,74",4081657,"73,726",44,"19,724","13,053","22669,797","0,7","253,782","5,59","34,3","39,9",,"5,54","78,49","0,851",,,,
Cuba,13,2021-08-09,"82,07878884","75,43",-12,4702518,2847661,CUB,North America,466169,"8935,286",3515,86,"41190,111","702,452","789,511","310,581","6,804","7,599","1,01",,,,,,,,,,,,,,,,,,10919750,4692604,2847661,,70830,93199,"96,49","41,46","25,16",,8235,51858,"0,458","71,76",11317498,"110,408","43,1","14,738","9,719",,,"190,968","8,27","17,1","53,3","85,198","5,2","78,8","0,783",,,,
Cyprus,10,2021-01-11,"2,866280206","78,18",-42,6734,605,CYP,Europe,27807,"482,286",149,"2,429","31034,425","378,346","538,262","166,294","1,116","2,71","0,79",35,"39,062",205,"228,793",,,,,1160499,12842,"1295,193","14,333",11723,"13,084","0,0411","24,3",tests performed,,,,,,566,,,,,632,566,"0,063","84,26",896005,"127,657","37,3","13,416","8,563","32415,132",,"141,171","9,24","19,6","52,7",,"3,4","80,98","0,887",,,,
Cyprus,12,2021-05-04,"2,480824924","57,31",-25,243740,75564,CYP,Europe,67987,"579,714",322,"2,857","75877,925","536,827","646,999","359,373","7,812","3,189","0,77",32,"35,714",263,"293,525",,,,,5360364,62459,"5982,516","69,708",36921,"41,206","0,0157","63,7",tests performed,,,,,,7506,,,,,8377,5972,"0,667",75,896005,"127,657","37,3","13,416","8,563","32415,132",,"141,171","9,24","19,6","52,7",,"3,4","80,98","0,887",,,,
Cyprus,14,2021-08-20,"3,12840981","45,32",-11,569639,504059,CYP,Europe,112240,"375,857",477,"2,571","125267,158","468,747","419,481","532,363","4,464","2,87","0,8",49,"54,687",201,"224,329",,,,,11161582,48060,"12457,053","53,638",45003,"50,226","0,0084","119,7",tests performed,1068962,564903,504059,,,3093,"119,3","63,05","56,26",,3452,1191,"0,133","56,48",896005,"127,657","37,3","13,416","8,563","32415,132",,"141,171","9,24","19,6","52,7",,"3,4","80,98","0,887",,,,
Cyprus,19,2022-02-16,"5,019768245","49,79",-15,691471,642668,CYP,Europe,298235,"2513,143",798,"5,286","332849,705","2844,85","2804,831","890,62","7,812","5,899","0,96",14,"15,625",175,"195,311",,,,,24443057,97679,"27280,045","109,016",104279,"116,382","0,0241","41,5",tests performed,1760549,,642668,431146,2188,1913,"196,49",,"71,73","48,12",2135,80,"0,009","38,89",896005,"127,657","37,3","13,416","8,563","32415,132",,"141,171","9,24","19,6","52,7",,"3,4","80,98","0,887",,,,
