index,location,peak_date,n_peak,peak_magnitude,peak_magnitude_norm,cluster_fd_km,cluster_fd_agg,cluster_fd_jenks,cluster_sturges_jenks,cluster_scott_jenks,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
809,Denmark,2020-12-17,1,3164.88461804666,5.44421159961526,31,4,9,3,4,19.01,-35,2,1,DNK,Europe,123813,3332,992,10571,21298223,693926,573168,170643,2924,1818,1.2,76,13073,516,88762,,,839,144324,9137269,133887,1571786,23031,114624,19718,0.0291,34.4,tests performed,4,4,,,1,0,0,0,,,0,0,0,51.85,5813302,136.52,42.3,19677,12325,46682515,0.2,114767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
815,Denmark,2022-02-05,2,43345.7963445746,74.5631249581986,5,24,32,10,13,10.98,-22,4849452,4558485,DNK,Europe,1966530,41320143,3863,20857,338281066,6741435,7107861,664.51,6021,3588,1.05,31,5333,1138,195758,,,2335,401665,60215802,114254,10358279,19654,153396,26387,0.2694,3.7,tests performed,13081178,4824759,4771651,3531786,3669,6259,225.02,83,82.08,60.75,1077,236,4,16.67,5813302,136.52,42.3,19677,12325,46682515,0.2,114767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
818,Djibouti,2020-05-29,1,137.692839353865,1.37390991345878,32,27,3,1,2,37.61,-23,,,DJI,Africa,2914,92,20,1429,2907612,0,91798,19956,0,1425,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
824,Djibouti,2021-04-03,2,166.078962482833,1.65714886876366,32,12,4,1,2,30.91,-13,8029,0,DJI,Africa,8509,180,72,857,8490347,77829,179605,71842,0,855,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
827,Djibouti,2021-09-29,3,65.2758775194495,0.651327808000318,29,6,2,1,1,35.69,16,48574,26284,DJI,Africa,12705,71143,167,1143,12677148,68849,70987,166634,0,1.14,0.92,,,,,,,,,,,,,,,,,,,,,,,608,,,,,607,653,65,43.52,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
828,Djibouti,2022-01-12,4,85.8695915088829,0.856813495838472,21,6,2,1,1,35.69,18,119477,26284,DJI,Africa,14541,100286,189,0,14509123,125724,100066,188586,0,0,1.56,,,,,,,,,,,,,,,,,,,,,,,608,,,,,607,653,65,43.52,1002197,41285,25.4,4213,2.38,2705406,22.5,258037,6.05,1.7,24.5,,1.4,67.11,524,,,,
856,Dominican Republic,2020-07-26,1,1369.15875916619,1.24994934062199,21,27,3,1,2,89.42,-38,,,DOM,North America,62908,1436143,1063,11714,5743075,183682,131.11,97045,0.73,1069,1.08,,,,,,,,,244643,3867,22334,353,4023,367,357,2.8,samples tested,,,,,,,,,,,,,,78.7,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
860,Dominican Republic,2021-01-18,2,1546.68842185532,1.41202191499187,32,27,3,1,2,87.03,-37,0,0,DOM,North America,194966,1669143,2448,3,17799077,168.71,152381,223486,1004,274,1.1,,,,,,,,,966545,5741,88239,524,6689,611,0.2495,4,samples tested,,,,,,,,,,,,,,70.37,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
862,Dominican Republic,2021-06-02,3,1235.7869158016,1.12818986857024,21,6,3,1,2,79.86,-12,3432764,1201200,DOM,North America,295680,1344429,3637,3429,26993584,151455,122737,332034,274,313,1.11,,,,,,,,,,,,,5270,481,0.2551,3.9,samples tested,4625387,3424187,1201200,,168871,83439,42.23,31.26,10.97,,7617,51341,469,62.96,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
864,Dominican Republic,2021-11-12,4,1027.21462510154,0.937777474472622,21,6,3,1,1,70.43,1,6824815,5460820,DOM,North America,393383,1014,4165,2429,35913207,105.9,92571,380236,639,222,1.03,,,,,,,,,,,,,8026,733,0.1263,7.9,samples tested,13556789,6816238,5460820,1279731,22398,20574,123.76,62.23,49.85,11.68,1878,5617,51,41.67,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
865,Dominican Republic,2022-01-14,5,5731.80124049382,5.23274684777585,31,4,9,3,4,70.21,0,6974830,5740955,DOM,North America,489631,6378,4266,2,44699999,654938,582268,389457,639,183,1.36,,,,,,,,,,,,,8026,733,0.7947,1.3,samples tested,14326876,6966253,5740955,1609336,24531,17732,130.79,63.6,52.41,14.69,1619,1941,18,37.96,10953714,222873,27.6,6981,4419,14600861,1.6,266653,8.2,8.5,19.1,55182,1.6,74.08,756,,,,
876,Ecuador,2021-04-29,1,1970.1028130893,1.10132525171756,21,6,3,1,2,89.31,-44,1193052,240816,ECU,South America,380689,2185143,18552,83857,21281245,169215,122154,1037092,4584,4688,1.02,,,,,,,,,1227352,2662,68611,149,3936,0.22,383,2.6,people tested,1433868,1193052,240816,,70561,46286,8.02,6.67,1.35,,2587,39733,222,75.46,17888474,66939,28.1,7104,4458,10581936,3.6,140448,5.55,2,12.3,80635,1.5,77.01,759,,,,
881,Ecuador,2022-01-19,2,7816.47769333234,4.36956092136889,23,23,8,2,3,79.47,-7,14590485,13158219,ECU,South America,649557,8669429,34247,12143,36311482,582.61,484638,1914473,559,679,1.24,,,,,,,,,2222066,12874,124218,0.72,13741,768,669,1.5,people tested,29311690,14560322,13158219,2118921,94249,96608,163.86,81.39,73.56,11.85,5401,18018,101,60.65,17888474,66939,28.1,7104,4458,10581936,3.6,140448,5.55,2,12.3,80635,1.5,77.01,759,,,,
883,Egypt,2020-06-17,1,1508.40102945444,0.144679189936976,8,32,1,1,1,48.55,-33,,,EGY,Africa,49219,1562143,1850,72571,472087,13073,14983,17744,806,696,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
885,Egypt,2021-01-01,2,1224.5031540551,0.117448954849918,8,32,1,1,1,40.66,-14,0,0,EGY,Africa,139471,1335,7687,54,1337744,13515,12805,73.73,537,518,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
887,Egypt,2021-05-16,3,1167.19811715964,0.111952507847132,8,32,1,1,1,41.14,-21,1334635,267349,EGY,Africa,245721,1187286,14327,60429,2356848,11519,11388,137418,556,0.58,1.04,,,,,,,,,,,,,,,,,,,,,,,43110,,,,,413,38611,37,65.74,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
891,Egypt,2022-02-06,4,2189.73756440161,0.210029992558926,8,13,1,1,1,27.55,20,39174879,28440704,EGY,Africa,439651,2280429,22936,47429,4216939,22.07,21873,219992,566,455,1.11,,,,,,,,,,,,,,,,,,67211589,39155636,28440704,,,308380,64.47,37.56,27.28,,2958,120425,116,43.52,104258327,97999,25.3,5159,2891,10550206,1.3,525432,17.31,0.2,50.1,89827,1.6,71.99,707,,,,
965,Estonia,2021-03-13,1,1431.91998232029,10.8054101178119,28,15,15,4,6,62.9,-39,132963,55977,EST,Europe,83872,1455429,710,9429,63290643,1196811,1098281,535773,11319,7115,1.08,69,52068,714,538791,,,,,1036839,5081,782409,3834,7224,5451,0.2015,5,tests performed,185671,132963,55979,1467,5502,5782,14.01,10.03,4.22,0.11,4363,4538,342,67.59,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
966,Estonia,2021-10-30,2,1630.87013792844,12.3067077118751,3,1,17,4,6,46.5,-15,795128,747421,EST,Europe,192092,1691429,1516,8857,144954527,1426967,1276369,1143989,10565,6684,1.15,53,39994,601,453521,,,,,2147897,7545,1620824,5694,8157,6155,0.2074,4.8,tests performed,1475790,794618,759206,68861,2296,6405,111.36,59.96,57.29,5.2,4833,2044,154,32.41,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
967,Estonia,2022-02-04,3,6339.11185208301,47.8355663655497,11,9,29,9,11,51.87,-21,855589,804254,EST,Europe,366089,6654857,2053,4429,276254388,6038389,5021821,1549214,4528,3342,1.2,15,11319,408,307881,,,,,2905050,13862,2192.18,10.46,12717,9596,0.5233,1.9,tests performed,1929245,855075,834650,423085,2210,2007,145.58,64.52,62.98,31.93,1515,161,12,54.63,1325188,31033,42.7,19452,13491,29481252,0.5,255569,4.02,24.5,39.3,,4.69,78.74,892,,,,
975,Eswatini,2021-01-14,1,221.201820669959,1.88679349820713,1,12,4,2,2,53.18,-29,0,0,SWZ,Africa,12327,222,335,9571,10514608,173154,189.36,285746,2559,8164,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
977,Eswatini,2021-08-09,2,684.801829412671,5.84117994771843,25,4,10,3,4,53.14,6,73612,62552,SWZ,Africa,31738,730,874,9714,27071681,578316,622671,745499,11089,8286,1.24,,,,,,,,,,,,,,,,,,136164,73612,62552,,,9965,11.61,6.28,5.34,,8500,4983,425,62.96,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
979,Eswatini,2021-12-15,3,895.832166626393,7.6412133605238,19,5,12,3,5,53.14,23,324400,293712,SWZ,Africa,56200,992429,1254,857,47937126,1253018,846516,1069629,0,731,1.69,,,,,,,,,,,,,,,,,,,,,,,5129,,,,,4375,2969,253,49.07,1172369,79492,21.5,3163,1845,7738975,,333436,3.94,1.7,16.5,24097,2.1,60.19,611,,,,
984,Ethiopia,2020-08-23,1,1442.39480148577,0.122365200382796,8,32,1,1,1,60.99,-10,,,ETH,Africa,40671,1542143,678,21429,345031,13896,13083,5752,136,182,1.23,,,,,,,,,757057,20153,6422,171,21085,179,0.0731,13.7,tests performed,,,,,,,,,,,,,,80.56,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
987,Ethiopia,2021-04-02,2,2035.87677267611,0.172713094214274,8,32,1,1,1,59.35,-13,0,0,ETH,Africa,211314,2099,2915,20857,1792677,19962,17807,24729,212,177,1.09,,,,,,,,,2374204,9017,20141,76,8198,0.07,256,3.9,tests performed,,,,,,,,,,,,,,43.52,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
988,Ethiopia,2021-08-31,3,1324.09712546886,0.112329446776559,8,32,1,1,1,45.77,12,2330700,2190858,ETH,Africa,308134,1448143,4675,13571,2614047,11232,12285,39.66,127,115,1.06,,,,,,,,,3239416,8430,27482,72,8581,73,0.1688,5.9,tests performed,2451950,,,,192,10613,2.08,,,,90,298,0,43.52,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
990,Ethiopia,2021-12-29,4,3543.18254055951,0.300585000113552,29,13,1,1,1,40.04,51,9452716,8885553,ETH,Africa,410445,4010571,6916,5143,3482,39872,34024,58672,42,44,1.61,,,,,,,,,,,,,9706,82,0.4132,2.4,tests performed,10903669,9344003,,,8733,30057,9.25,7.93,,,255,15293,13,40.74,117876226,104957,19.8,3526,2063,1729927,26.7,182634,7.47,0.4,8.5,7.96,0.3,66.6,485,,,,
1058,Fiji,2021-07-29,1,958.869897503833,10.6199020876514,28,15,15,4,6,55.73,-37,463120,112910,FJI,Oceania,27497,876571,227,9429,30454126,1440914,970841,251412,9968,10443,1.08,,,,,,,,,312913,3170,346565,3511,3172,3513,,,tests performed,,,,,,11112,,,,,12307,6975,773,67.59,902899,49562,28.6,6224,3284,8702975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743,,,,
1060,Fiji,2022-01-08,2,356.005325769267,3.94291416613893,12,17,7,2,3,72.2,-9,670740,610881,FJI,Oceania,57257,444286,709,1286,63414623,1780.93,492066,785248,5538,1424,1.61,,,,,,,,,,,,,689,763,,,tests performed,,,,,,358,,,,,397,101,11,90.74,902899,49562,28.6,6224,3284,8702975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,743,,,,
1076,Finland,2022-03-13,1,8325.64796130863,15.0055988810184,27,16,18,5,7,48.87,-9,4484531,4215459,FIN,Europe,734262,8927,2653,11714,132338541,0,1608944,478159,0,2111,1.33,36,6488,807,145448,,,,,10179034,8875,1834602,1.6,15209,2741,481,2.1,tests performed,,,,,,11641,,,,,2098,3329,0.06,24.07,5548361,18136,42.8,21228,13264,40585721,,153507,5.76,18.3,22.6,,3.28,81.91,938,4087.6,3.34,10.19,736.7220698
1083,France,2020-11-02,1,50942.0830667008,7.55570630754068,19,5,12,3,5,75.83,-45,,,FRA,Europe,1557975,50467571,37448,348,23107813,1553009,748533,555427,6215,5162,1.34,3721,55.19,25120,372579,2678,39.72,17683,262273,20674774,435976,306647,6466,310928,4612,155,6.5,people tested,,,,,,,,,,,,,,78.7,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1089,France,2022-01-22,2,342252.589995908,50.7627465806277,17,8,30,9,11,59.79,-18,53780140,50553332,FRA,Europe,16442319,356906857,128580,235,243871718,5774376,5293626,1907093,2477,3486,1.13,3746,55.56,28515,422933,2015,29886,18664,276824,225678397,1025505,3347252,15.21,1279314,18975,281,3.6,people tested,134983446,53919615,51199195,30943767,295197,360177,200.21,79.97,75.94,45.9,5342,26633,0.04,66.67,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1090,France,2022-04-02,3,135009.986588436,20.0246190543793,9,21,21,6,8,25.72,-10,54117354,50870313,FRA,Europe,25948919,139528571,142544,120571,384873172,1959509,2069481,2114206,1009,1788,1.11,1523,22589,22113,327979,897,13304,10184,151049,260248604,363212,3859995,5387,477259,7079,0.29,3.4,people tested,142502754,54338683,52704214,36539700,23247,36667,211.36,80.59,78.17,54.2,544,1602,2,23.15,67422000,122578,42,19718,13079,38605671,,86.06,4.77,30.1,35.6,,5.98,82.66,901,,,,
1107,Gabon,2020-06-18,1,111.229247288848,0.488098261382701,29,13,2,1,1,86.45,-23,,,GAB,Africa,4340,125286,32,1286,1904487,48709,54978,14042,878,564,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1113,Gabon,2021-03-09,2,151.379297741587,0.664285463023276,29,6,2,1,1,57.72,-19,0,0,GAB,Africa,16015,166571,91,571,7027732,0,73095,39933,0,251,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1116,Gabon,2021-10-03,3,209.284702802404,0.918387043531586,21,6,3,1,1,74.94,17,108742,79092,GAB,Africa,30648,217429,190,1714,13449013,0,95412,83376,0,752,1.23,,,,,,,,,,,,,2379,1044,0.0914,10.9,tests performed,,,,,,579,,,,,254,321,14,55.56,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1117,Gabon,2021-12-31,4,353.687720009763,1.55205906195578,32,27,3,1,2,35.12,31,277258,198804,GAB,Africa,41798,537,288,286,18341876,318146,235647,126381,0,125,0.98,,,,,,,,,,,,,1730,759,0.3104,3.2,tests performed,,,,,,3128,,,,,1373,1701,75,41.67,2278829,7859,23.1,4.45,2976,16562413,3.4,259967,7.2,,,,6.3,66.47,703,,,,
1123,Gambia,2020-08-17,1,101.302731004938,0.407339353610236,29,13,2,1,1,53.98,-9,,,GMB,Africa,1872,91,63,5714,752733,0,36591,25332,0,2298,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1127,Gambia,2021-03-17,2,31.6258386022345,0.127167831763468,8,32,1,1,1,42.3,-2,0,0,GMB,Africa,5085,41857,158,714,2044684,26539,16831,63532,2011,287,0.97,,,,,,,,,,,,,,,,,,,,,,,281,,,,,113,281,11,44.44,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1130,Gambia,2021-08-03,3,92.3923207409935,0.371510499626623,29,13,2,1,1,42.3,18,99235,78822,GMB,Africa,8296,137571,227,2714,3335.83,236033,55318,91277,6032,1091,0.93,,,,,,,,,91122,,36.64,,535,215,0.2571,3.9,tests performed,,,,,,3615,,,,,1454,3578,144,33.33,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1132,Gambia,2022-01-09,4,71.3902030616495,0.287060762140937,8,13,1,1,1,42.3,29,290826,273376,GMB,Africa,10792,88857,343,0,4339475,0,35.73,137921,0,0,0.48,,,,,,,,,,,,,169,68,0.5258,1.9,tests performed,,,,,,2299,,,,,924,2283,92,13.89,2486937,207566,17.5,2339,1417,1561767,10.1,331.43,1.91,0.7,31.2,7876,1.1,62.05,496,,,,
1141,Georgia,2020-12-03,1,4130.87951327374,10.3796862616881,28,15,15,4,6,72.26,-41,0,0,GEO,Asia,147636,4135143,1387,37571,37096588,1070413,1039.04,348512,11307,9441,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1143,Georgia,2021-08-16,2,4678.00829222032,11.7544600966445,20,1,16,4,6,44.3,-6,597522,245207,GEO,Asia,484254,4872143,6436,44,121678799,672.4,1224226,1617178,7538,11056,1.16,,,,,,,,,5810351,25730,1459.97,6465,43925,11037,0.1109,9,tests performed,831815,586608,245207,,,23831,20.9,14.74,6.16,,5988,17978,452,50.93,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1145,Georgia,2021-11-07,3,4543.68687366658,11.4169498452967,20,18,16,4,6,36.47,2,1063312,952831,GEO,Asia,752855,4801143,10435,55714,189170337,1031215,1206386,2622009,16835,13999,1.08,,,,,,,,,8892722,37115,2234.48,9326,39289,9872,0.1222,8.2,tests performed,2005229,1052398,952831,,1266,4092,50.39,26.44,23.94,,1028,2050,52,47.22,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1146,Georgia,2022-02-05,4,19994.2505673656,50.2396758995189,17,8,30,9,11,44.92,-8,1534218,1226924,GEO,Asia,1295505,21428143,15174,37571,325522335,5812894,5384263,3812.78,8292,9441,1.25,,,,,,,,,,,,,46798,11759,0.4579,2.2,tests performed,2750228,1523304,1226924,,3087,6467,69.11,38.28,30.83,,1625,5273,132,50,3979773,65032,38.7,14864,10244,9745079,4.2,496218,7.11,5.3,55.5,,2.6,73.77,812,,,,
1154,Germany,2020-12-18,1,23412.550699842,2.79051481127466,22,7,5,2,3,63.34,-42,0,0,DEU,Europe,1439938,23980,24938,566857,17162454,402584,285815,297233,9.69,6756,1.12,4904,58.45,,,,,12258,146102,,,,,232939,2776,,,tests performed,,,,,,,,,,,,,,82.41,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
1158,Germany,2021-11-29,2,56210.6756514232,6.69968535116128,6,2,11,3,4,52.63,-13,59907880,56313407,DEU,Europe,5791060,57925,100956,261714,69022974,349986,690401,1203283,0.87,3119,1.12,4605,54886,,,2444,29.13,10933,130309,,,,,278953,3325,,,tests performed,124861343,60315130,58081881,10020108,636178,682592,148.82,71.89,69.23,11.94,8136,98565,117,63.89,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
1160,Germany,2022-03-24,3,224727.324874354,26.7849896664292,4,19,24,7,9,43.56,-9,63998880,60158947,DEU,Europe,19596530,229484143,127822,200286,233568772,3794818,2735195,1523496,3576,2387,1.07,2326,27723,,,1956,23313,11960,142.55,,,,,342618,4084,,,tests performed,175484681,64403683,64210706,50546687,183839,119918,209.16,76.76,76.53,60.25,1429,4933,6,48.15,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
1164,Ghana,2020-07-26,1,663.753697135426,0.209174026127534,8,13,1,1,1,56.98,-14,,,GHA,Africa,32969,757429,168,2857,1038979,35232,23869,5294,221,0.09,1.06,,,,,,,,,382752,4017,12062,127,3647,115,0.2077,4.8,tests performed,,,,,,,,,,,,,,52.78,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1167,Ghana,2021-02-01,2,721.922455779479,0.227505213573914,8,13,1,1,1,67.71,-14,0,0,GHA,Africa,67010,696429,416,6286,2111.74,0,21947,13.11,0,198,1.18,,,,,,,,,792936,4410,24988,139,5054,159,0.1378,7.3,tests performed,,,,,,,,,,,,,,38.89,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1171,Ghana,2021-08-23,3,508.994375521375,0.160403479880509,8,32,1,1,1,55.94,6,865422,601632,GHA,Africa,115102,552857,974,6286,3627302,16324,17423,30694,189,198,1.08,,,,,,,,,1593355,5933,50213,187,6005,189,0.0921,10.9,tests performed,,,,,,5590,,,,,176,0,0,44.44,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1173,Ghana,2021-12-30,4,967.360650263556,0.304852120306446,29,13,1,1,1,41.92,26,5893092,2528872,GHA,Africa,141295,962857,1287,2571,4452743,0,30343,40558,0,81,1.2,,,,,,,,,2132704,,67.21,,5200,164,0.1852,5.4,tests performed,,,,,,59476,,,,,1874,14820,47,51.85,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1204,Greece,2022-01-05,1,30315.3197367958,29.231568118281,14,26,25,7,9,74.87,-18,7515910,7064956,GRC,Europe,1388309,36228,21115,68429,133867792,4183498,3493287,2036015,5978,6598,1.47,,,,,,,,,49042127,416400,4728891,40151,394619,38051,0.0918,10.9,samples tested,17812398,7510875,7094445,3781031,94513,72791,171.76,72.42,68.41,36.46,7019,9315,0.09,77.78,10370747,83479,45.3,20396,14524,24574382,1.5,175695,4.55,35.3,52,,4.21,82.24,888,,,,
1394,India,2020-09-13,1,90724.6634601957,0.651098574155689,29,6,2,1,1,68.06,-34,,,IND,Asia,4846427,91687714,79722,1154286,3478108,66076,65801,57214,815,828,1.07,,,,,,,,,56260928,1071702,40376,769,1061398,762,0.0864,11.6,samples tested,,,,,,,,,,,,,,85.65,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1395,India,2021-05-04,2,375580.686375817,2.69540872407863,22,7,5,2,3,80.63,-61,132304449,30448623,IND,Asia,20664979,381123714,226188,3571571,14830519,274253,273519,162327,2713,2563,1.12,,,,,,,,,293310779,1663742,210499,1194,1761557,1264,0.2164,4.6,samples tested,157750752,128627919,29122833,,1668616,1838788,11.32,9.23,2.09,,1320,1052090,76,73.61,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1398,India,2022-01-21,3,278279.818415067,1.99711507407077,1,12,4,2,2,64.59,-11,877381409,667163363,IND,Asia,38903731,293252714,488884,447429,27919821,242358,210457,350855,0.35,321,1.31,,,,,,,,,711538938,2182108,510646,1566,1777122,1275,165,6.1,samples tested,1609613007,925500152,677041072,7071783,9279228,7590638,115.52,66.42,48.59,0.51,5448,3059055,0.22,83.8,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1403,Indonesia,2021-01-27,1,12150.0419710932,0.439642616984849,29,13,2,1,1,77.08,-29,308003,4557,IDN,Asia,1024298,12050,28855,285429,3706366,43233,43602,104.41,1.4,1033,1.07,,,,,,,,,,,,,,,,,,308003,308003,,,62318,28915,0.11,0.11,,,105,28915,0.01,64.35,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1405,Indonesia,2021-07-17,2,44114.445781216,1.59625706941858,32,27,3,1,2,77.48,-35,41268627,16217855,IDN,Asia,2832755,48821286,72489,1004571,10250169,187985,176657,262297,3951,3635,1.19,,,,,,,,,15655812,188551,56.65,682,162382,588,0.3007,3.3,people tested,57486482,41268627,16217855,,1316942,903439,20.8,14.93,5.87,,3269,725079,262,71.76,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1406,Indonesia,2022-02-18,3,50882.9729546605,1.84117251964879,1,12,4,2,2,67.14,-13,189310749,139140467,IDN,Asia,5089637,54513429,146044,155143,18416573,215786,197254,528452,782,561,1.28,,,,,,,,,53603989,307607,193963,1113,317986,1151,0.1714,5.8,people tested,337806448,189307384,139140467,8326622,1346827,1112034,122.23,68.5,50.35,3.01,4024,198376,72,68.98,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1415,Iran,2020-11-26,1,13291.8054260676,1.56321289715005,32,27,3,1,2,54.27,-14,,,IRN,Asia,908346,13318429,46689,467429,10682809,164192,156634,549097,5669,5497,1.07,,,,,,,,,5955724,42495,70044,0.5,41169,484,0.3235,3.1,tests performed,,,,,,,,,,,,,,72.69,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1418,Iran,2021-04-17,2,22966.2531525373,2.70099824489235,22,7,5,2,3,54.13,-16,394431,120705,IRN,Asia,2215445,23766714,66327,299286,26055243,250645,279514,780054,3752,3.52,1.17,,,,,,,,,,,,,98018,1153,0.2425,4.1,tests performed,,,,,,12031,,,,,141,9865,12,81.48,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
